Wall time,Step,Value
1619118250.1529214,0,0.057603687047958374
1619118252.819457,1,0.18052256107330322
1619118255.5197878,2,0.1352941244840622
1619118258.2155855,3,0.17446808516979218
1619118260.9840486,4,0.18858560919761658
1619118263.5514228,5,0.1882951706647873
1619118266.2465498,6,0.20000000298023224
1619118268.94067,7,0.19354838132858276
1619118271.6358788,8,0.17921146750450134
1619118274.1829774,9,0.18685121834278107
1619118276.8323047,10,0.17293232679367065
1619118279.4672494,11,0.1659388691186905
1619118282.011998,12,0.17061612010002136
1619118284.6122782,13,0.15887850522994995
1619118287.2188444,14,0.16101695597171783
1619118289.721556,15,0.1489361673593521
1619118292.2561624,16,0.1642512083053589
1619118294.8257406,17,0.14778324961662292
1619118297.5369837,18,0.15662650763988495
1619118299.9250848,19,0.15950919687747955
1619118302.5395992,20,0.1621621549129486
1619118305.1503863,21,0.16107381880283356
1619118307.6438725,22,0.14772726595401764
1619118310.0776446,23,0.16806723177433014
1619118312.5819366,24,0.16326530277729034
1619118315.1199439,25,0.171875
1619118317.541176,26,0.171875
1619118320.0410547,27,0.17391304671764374
1619118322.5598176,28,0.18487395346164703
1619118325.0795455,29,0.17391304671764374
1619118327.4938354,30,0.17741934955120087
1619118330.0413358,31,0.17241379618644714
1619118332.5685735,32,0.18018017709255219
1619118335.0880296,33,0.17699114978313446
1619118337.4670875,34,0.1818181872367859
1619118339.940359,35,0.1834862381219864
1619118342.4084163,36,0.18018017709255219
1619118344.8821964,37,0.1818181872367859
1619118347.249324,38,0.18867924809455872
1619118349.715936,39,0.190476194024086
1619118352.1953003,40,0.19801980257034302
1619118354.584404,41,0.1818181872367859
1619118357.0548503,42,0.1855670064687729
1619118359.526317,43,0.1834862381219864
1619118362.0195198,44,0.1875
1619118364.4405875,45,0.18691588938236237
1619118366.9300368,46,0.16842105984687805
1619118369.5202613,47,0.18867924809455872
1619118371.9149106,48,0.1855670064687729
1619118374.390942,49,0.18367347121238708
1619118376.916652,50,0.1855670064687729
1619118379.4480336,51,0.19354838132858276
1619118381.8711226,52,0.17582418024539948
1619118384.3821278,53,0.18367347121238708
1619118386.9043403,54,0.19354838132858276
1619118389.3057365,55,0.17204301059246063
1619118391.7985146,56,0.17777778208255768
1619118394.300873,57,0.19148936867713928
1619118396.8022325,58,0.17777778208255768
1619118399.1918187,59,0.19148936867713928
1619118401.6917691,60,0.17777778208255768
1619118404.1958005,61,0.17777778208255768
1619118406.7450566,62,0.17582418024539948
1619118409.217035,63,0.17582418024539948
1619118411.7433512,64,0.17582418024539948
1619118414.2468152,65,0.17582418024539948
1619118416.7501793,66,0.17777778208255768
1619118419.1476145,67,0.17391304671764374
1619118421.6252682,68,0.1818181872367859
1619118424.127062,69,0.17391304671764374
1619118426.5231054,70,0.1818181872367859
1619118428.9906337,71,0.17582418024539948
1619118431.4854572,72,0.17777778208255768
1619118434.002954,73,0.17777778208255768
1619118436.3841834,74,0.17777778208255768
1619118438.8554323,75,0.17777778208255768
1619118441.3568134,76,0.17777778208255768
1619118443.7684567,77,0.1818181872367859
1619118446.2400587,78,0.17777778208255768
1619118448.796175,79,0.1818181872367859
1619118451.3171082,80,0.17977528274059296
1619118453.7350771,81,0.17777778208255768
1619118456.2108085,82,0.17777778208255768
1619118458.7282782,83,0.1818181872367859
1619118461.1099405,84,0.17777778208255768
1619118463.5741816,85,0.17777778208255768
1619118466.0442698,86,0.17977528274059296
1619118468.5464394,87,0.17977528274059296
1619118470.9462264,88,0.17777778208255768
1619118473.4227757,89,0.17777778208255768
1619118475.9195871,90,0.17777778208255768
1619118478.4187667,91,0.1818181872367859
1619118480.85061,92,0.17777778208255768
1619118483.3592508,93,0.17777778208255768
1619118485.8821166,94,0.18390804529190063
1619118488.408885,95,0.17777778208255768
1619118490.8283193,96,0.1818181872367859
1619118493.3213062,97,0.17777778208255768
1619118495.838144,98,0.17977528274059296
1619118498.2392552,99,0.17777778208255768
