Wall time,Step,Value
1619120190.5850341,0,0.520746111869812
1619120195.5937538,1,0.5476550459861755
1619120200.5858269,2,0.5766164660453796
1619120205.6481953,3,0.6092278957366943
1619120210.5792916,4,0.6209007501602173
1619120215.563742,5,0.6393516659736633
1619120220.5228162,6,0.6513025760650635
1619120224.6905227,7,0.6308040618896484
1619120229.080534,8,0.6215895414352417
1619120233.2334554,9,0.6078309416770935
1619120237.5422878,10,0.5972045660018921
1619120241.7918215,11,0.6083177924156189
1619120246.0354116,12,0.6131026148796082
1619120250.4824595,13,0.6045340299606323
1619120254.723716,14,0.6094043850898743
1619120259.0940347,15,0.6186962127685547
1619120263.408686,16,0.6174829602241516
1619120267.6690233,17,0.6183395385742188
1619120272.1007545,18,0.603916585445404
1619120276.3366325,19,0.607435405254364
1619120280.5902984,20,0.614713191986084
1619120284.8849807,21,0.6240000128746033
1619120289.1351597,22,0.6065573692321777
1619120293.593099,23,0.6016570925712585
1619120297.889305,24,0.6184291839599609
1619120302.1900194,25,0.6106582880020142
1619120306.520802,26,0.607435405254364
1619120310.7511961,27,0.6110414266586304
1619120315.236954,28,0.6105527877807617
1619120319.584714,29,0.6039415001869202
1619120323.9291298,30,0.6172069907188416
1619120328.2046685,31,0.6095718145370483
1619120332.459191,32,0.6162499785423279
1619120336.9480708,33,0.6070975661277771
1619120341.244625,34,0.6166353821754456
1619120345.5943446,35,0.6161552667617798
1619120349.8435318,36,0.6108312606811523
1619120354.0880105,37,0.611497163772583
1619120358.624588,38,0.6157696843147278
1619120362.907978,39,0.6119873523712158
1619120367.2591803,40,0.6159648299217224
1619120371.577667,41,0.6168341636657715
1619120375.8692455,42,0.6166353821754456
1619120380.3038528,43,0.6145110130310059
1619120384.5608356,44,0.615481436252594
1619120388.8518965,45,0.6145181655883789
1619120393.1353505,46,0.6144121289253235
1619120397.4113197,47,0.6156739592552185
1619120401.9336286,48,0.6158690452575684
1619120406.2264867,49,0.6172218918800354
1619120410.5592206,50,0.6158690452575684
1619120414.8224902,51,0.6156739592552185
1619120419.1027236,52,0.6111816763877869
1619120423.5206795,53,0.6163443326950073
1619120427.8492832,54,0.6134347319602966
1619120432.1426053,55,0.6164469718933105
1619120436.389877,56,0.6181818246841431
1619120440.60353,57,0.6115702390670776
1619120445.1693938,58,0.6174076199531555
1619120449.368322,59,0.6115702390670776
1619120453.591077,60,0.6174076199531555
1619120457.766291,61,0.6126582026481628
1619120461.9745858,62,0.6177024245262146
1619120466.4008164,63,0.6167401075363159
1619120470.7086568,64,0.6163522005081177
1619120474.984131,65,0.6162570714950562
1619120479.2763155,66,0.6158690452575684
1619120483.593719,67,0.6158690452575684
1619120488.1430047,68,0.6158690452575684
1619120492.4872215,69,0.615481436252594
1619120496.8770661,70,0.6158690452575684
1619120501.1626859,71,0.6158690452575684
1619120505.3929327,72,0.6158690452575684
1619120509.8435695,73,0.6155778765678406
1619120514.0545928,74,0.6162570714950562
1619120518.3021693,75,0.6163522005081177
1619120522.5980515,76,0.6159648299217224
1619120526.826664,77,0.6158690452575684
1619120531.2840846,78,0.6149968504905701
1619120535.465964,79,0.6158690452575684
1619120539.8170729,80,0.6149968504905701
1619120544.05289,81,0.6153846383094788
1619120548.2876067,82,0.6153846383094788
1619120552.7555249,83,0.6157728433609009
1619120556.9308767,84,0.615481436252594
1619120561.1311898,85,0.6157728433609009
1619120565.3678172,86,0.6158690452575684
1619120569.5574536,87,0.6153846383094788
1619120573.9687088,88,0.6153846383094788
1619120578.2472596,89,0.6162570714950562
1619120582.5066078,90,0.6145110130310059
1619120586.7167017,91,0.6149968504905701
1619120590.9114041,92,0.6149968504905701
1619120595.2976172,93,0.6158690452575684
1619120599.4834712,94,0.6149968504905701
1619120603.6722538,95,0.6158690452575684
1619120607.8679352,96,0.6132491827011108
1619120612.0720584,97,0.6158690452575684
1619120616.4919903,98,0.6149968504905701
1619120620.691727,99,0.6141235828399658
