Wall time,Step,Value
1619585525.9614494,0,0.06715991348028183
1619585528.3444638,1,0.06699837744235992
1619585530.5810184,2,0.0669092983007431
1619585533.0255818,3,0.06694477051496506
1619585535.2620044,4,0.0668702945113182
1619585537.56662,5,0.06732358783483505
1619585539.9845634,6,0.06730446219444275
1619585542.2747366,7,0.06731420010328293
1619585544.68329,8,0.06719554960727692
1619585546.9446375,9,0.06711409986019135
1619585549.275502,10,0.06701831519603729
1619585551.7528653,11,0.0669308453798294
1619585554.0342517,12,0.06712929904460907
1619585556.2778904,13,0.06726748496294022
1619585558.658668,14,0.0675518587231636
1619585560.9211087,15,0.06748946011066437
1619585563.3017268,16,0.06761913746595383
1619585565.5117648,17,0.06756168603897095
1619585567.7154675,18,0.06752941757440567
1619585570.0304935,19,0.0675659030675888
1619585572.3264449,20,0.06747854501008987
1619585574.5544524,21,0.06740774214267731
1619585576.9095666,22,0.06725531816482544
1619585579.2084763,23,0.06717594712972641
1619585581.6419115,24,0.06750433146953583
1619585583.901653,25,0.06743130832910538
1619585586.1391547,26,0.06730888783931732
1619585588.5540383,27,0.06729009002447128
1619585590.793466,28,0.06725145131349564
1619585593.0555077,29,0.06714621931314468
1619585595.4478014,30,0.06714323163032532
1619585597.769924,31,0.06714379787445068
1619585600.1648064,32,0.06740515679121017
1619585602.544795,33,0.06749026477336884
1619585604.7889757,34,0.06750382483005524
1619585607.189777,35,0.067484550178051
1619585609.456717,36,0.06752832978963852
1619585611.8561242,37,0.06752611696720123
1619585614.1143317,38,0.06740913540124893
1619585616.3307083,39,0.06726820766925812
1619585618.7024553,40,0.06726637482643127
1619585620.953748,41,0.0672278180718422
1619585623.1812503,42,0.0672273114323616
1619585625.566234,43,0.06727568805217743
1619585627.774683,44,0.06719987094402313
1619585630.2162704,45,0.06741569191217422
1619585632.4630165,46,0.0674542561173439
1619585634.7041013,47,0.06743026524782181
1619585637.1043386,48,0.0674169585108757
1619585639.3417234,49,0.06738173961639404
1619585641.638298,50,0.06738466024398804
1619585644.0654576,51,0.06728915870189667
1619585646.2769406,52,0.06731469929218292
1619585648.681932,53,0.06729903817176819
1619585650.897177,54,0.0672772228717804
1619585653.1594229,55,0.06718926876783371
1619585655.5190952,56,0.06739246100187302
1619585657.760799,57,0.06750932335853577
1619585660.0019789,58,0.06743591278791428
1619585662.3578758,59,0.06761939078569412
1619585664.644758,60,0.06766994297504425
1619585667.0371206,61,0.06766165047883987
1619585669.2755191,62,0.06763116270303726
1619585671.5562522,63,0.06764820963144302
1619585673.9461513,64,0.06822732836008072
1619585676.2584121,65,0.06817573308944702
1619585678.5459282,66,0.06816639751195908
1619585680.8876426,67,0.06825358420610428
1619585683.1755338,68,0.06814147531986237
1619585685.5559719,69,0.06809435784816742
1619585687.8032036,70,0.06836998462677002
1619585690.0362787,71,0.06840783357620239
1619585692.4611197,72,0.06826100498437881
1619585694.6753142,73,0.06830931454896927
1619585697.0732167,74,0.06833001971244812
1619585699.3283017,75,0.06831429153680801
1619585701.5528603,76,0.06832970678806305
1619585703.9815178,77,0.06827834993600845
1619585706.221473,78,0.06826455146074295
1619585708.4731483,79,0.06863964349031448
1619585710.9108858,80,0.06882249563932419
1619585713.1881843,81,0.06878803670406342
1619585715.5942526,82,0.06864158809185028
1619585717.8414638,83,0.06876062601804733
1619585720.0555131,84,0.06873965263366699
1619585722.4306982,85,0.0688641145825386
1619585724.6997817,86,0.06921551376581192
1619585726.9341257,87,0.06923805177211761
1619585729.3063915,88,0.06921227276325226
1619585731.5194817,89,0.06920570135116577
1619585733.9216871,90,0.06991607695817947
1619585736.1813364,91,0.0700041800737381
1619585738.4227185,92,0.0700506940484047
1619585740.8500977,93,0.07015104591846466
1619585743.0847235,94,0.07055114209651947
1619585745.3574708,95,0.07049639523029327
1619585747.703213,96,0.0704665333032608
1619585750.0052707,97,0.07045593857765198
1619585752.3773544,98,0.0707133486866951
1619585754.6733975,99,0.07071390748023987
1619585756.913686,100,0.07076013833284378
1619585759.3157763,101,0.07099026441574097
1619585761.6755946,102,0.07100962102413177
1619585764.0027134,103,0.07100875675678253
1619585766.3870075,104,0.07093781977891922
1619585768.6393669,105,0.07086415588855743
1619585771.037086,106,0.07097844779491425
1619585773.3181264,107,0.07109495252370834
1619585775.565683,108,0.07107803970575333
1619585777.961614,109,0.07103724032640457
1619585780.203518,110,0.07107493281364441
1619585782.6063695,111,0.0711594745516777
1619585784.9307072,112,0.07120004296302795
1619585787.2341752,113,0.07123786211013794
1619585789.6768131,114,0.07116439938545227
1619585791.9255345,115,0.07102235406637192
1619585794.1535113,116,0.0710521936416626
1619585796.553591,117,0.07120921462774277
1619585798.8292167,118,0.07161784917116165
1619585801.3203273,119,0.07161377370357513
