Wall time,Step,Value
1619121651.644734,0,0.5382059812545776
1619121654.1733177,1,0.6039016246795654
1619121656.767774,2,0.6041666865348816
1619121659.2720008,3,0.6172381639480591
1619121661.7245862,4,0.6233521699905396
1619121664.1959417,5,0.6146044731140137
1619121666.7102368,6,0.5869565010070801
1619121669.1024861,7,0.6006322503089905
1619121671.703323,8,0.6076210141181946
1619121674.0599897,9,0.6062567234039307
1619121676.291453,10,0.5760368704795837
1619121678.7092688,11,0.5770567655563354
1619121681.075034,12,0.5666666626930237
1619121683.2832947,13,0.570071280002594
1619121685.7339466,14,0.5740740895271301
1619121687.9485164,15,0.5500603318214417
1619121690.2858307,16,0.5452322959899902
1619121692.6901114,17,0.5403422713279724
1619121694.930162,18,0.5333333611488342
1619121697.2643628,19,0.5251256227493286
1619121699.5984528,20,0.528678297996521
1619121701.9055104,21,0.516539454460144
1619121704.2191536,22,0.5164557099342346
1619121706.5276542,23,0.504551351070404
1619121708.8791814,24,0.5128205418586731
1619121711.1808693,25,0.49202126264572144
1619121713.444615,26,0.49071618914604187
1619121715.807388,27,0.5006518959999084
1619121718.1577344,28,0.5026454925537109
1619121720.3653598,29,0.48990577459335327
1619121722.7725403,30,0.5032938122749329
1619121725.1464934,31,0.4817320704460144
1619121727.3862169,32,0.4953395426273346
1619121729.7161574,33,0.48097825050354004
1619121732.021312,34,0.46978020668029785
1619121734.3469326,35,0.4733242094516754
1619121736.6646066,36,0.4739725887775421
1619121738.9382956,37,0.4694444537162781
1619121741.317968,38,0.4700973629951477
1619121743.5434406,39,0.47579529881477356
1619121745.8900557,40,0.4700973629951477
1619121748.3107407,41,0.47434118390083313
1619121750.5238645,42,0.46110326051712036
1619121752.8102474,43,0.46993008255958557
1619121755.183539,44,0.46927374601364136
1619121757.379709,45,0.4735375940799713
1619121759.6915953,46,0.47632312774658203
1619121762.0077114,47,0.47685834765434265
1619121764.2850893,48,0.4783216714859009
1619121766.5561802,49,0.4689265489578247
1619121768.9295163,50,0.4789915978908539
1619121771.1116693,51,0.4665718376636505
1619121773.4634151,52,0.4665718376636505
1619121775.6997342,53,0.4672364592552185
1619121778.0466673,54,0.4652482271194458
1619121780.383727,55,0.4630681872367859
1619121782.639036,56,0.45868945121765137
1619121784.9907033,57,0.46022728085517883
1619121787.1998584,58,0.46045199036598206
1619121789.4717805,59,0.4613220691680908
1619121791.8166456,60,0.46110326051712036
1619121794.1646104,61,0.4598025381565094
1619121796.4709513,62,0.4589235186576843
1619121798.7914126,63,0.4579710066318512
1619121801.0382245,64,0.45649072527885437
1619121803.4365315,65,0.4591549336910248
1619121805.728331,66,0.46110326051712036
1619121807.936625,67,0.4571428596973419
1619121810.3257573,68,0.46327683329582214
1619121812.658934,69,0.45868945121765137
1619121814.862609,70,0.4591549336910248
1619121817.2110667,71,0.45957446098327637
1619121819.404608,72,0.46110326051712036
1619121821.789665,73,0.4598025381565094
1619121824.146463,74,0.4576271176338196
1619121826.34111,75,0.4563380181789398
1619121828.7710524,76,0.45014244318008423
1619121830.9660795,77,0.4613220691680908
1619121833.3026798,78,0.4548022747039795
1619121835.6458519,79,0.45390069484710693
1619121838.0062761,80,0.4563380181789398
1619121840.2812803,81,0.45325779914855957
1619121842.6236231,82,0.4615384638309479
1619121844.871656,83,0.45609065890312195
1619121847.1865041,84,0.45827439427375793
1619121849.5025957,85,0.4469914138317108
1619121851.7119417,86,0.4469914138317108
1619121854.2023652,87,0.4507845938205719
1619121856.5037923,88,0.4556961953639984
1619121858.7146716,89,0.4460431635379791
1619121861.0068674,90,0.4563380181789398
1619121863.2264097,91,0.4554455578327179
1619121865.5041368,92,0.45014244318008423
1619121867.8356302,93,0.45014244318008423
1619121870.0494068,94,0.452347069978714
1619121872.4064553,95,0.4576271176338196
1619121874.6898162,96,0.4554455578327179
1619121877.1031337,97,0.4576271176338196
1619121879.5004134,98,0.4469914138317108
1619121881.748859,99,0.4585091471672058
