Wall time,Step,Value
1619124786.416734,0,0.09677419066429138
1619124794.3859603,1,0.12432432174682617
1619124803.067379,2,0.139860138297081
1619124811.8282716,3,0.14516128599643707
1619124820.077319,4,0.1538461595773697
1619124828.1176522,5,0.1666666716337204
1619124836.5438104,6,0.15789473056793213
1619124844.7714503,7,0.1428571492433548
1619124853.381902,8,0.1538461595773697
1619124861.6891549,9,0.1666666716337204
1619124868.8086634,10,0.17241379618644714
1619124876.6974561,11,0.1666666716337204
1619124884.0386868,12,0.17543859779834747
1619124891.3055503,13,0.17241379618644714
1619124898.998382,14,0.17241379618644714
1619124906.2182095,15,0.145454540848732
1619124913.803173,16,0.14814814925193787
1619124920.923585,17,0.1538461595773697
1619124928.0518417,18,0.1538461595773697
1619124935.648574,19,0.1538461595773697
1619124943.3562083,20,0.1538461595773697
1619124950.4798791,21,0.1568627506494522
1619124957.6711383,22,0.1538461595773697
1619124965.135817,23,0.16326530277729034
1619124972.1917,24,0.1599999964237213
1619124979.2454302,25,0.1599999964237213
1619124986.615041,26,0.16326530277729034
1619124993.7756894,27,0.16326530277729034
1619125001.3116806,28,0.16326530277729034
1619125008.5618076,29,0.16326530277729034
1619125015.7820756,30,0.16326530277729034
1619125023.339775,31,0.16326530277729034
1619125030.5756624,32,0.16326530277729034
1619125038.1472795,33,0.16326530277729034
1619125045.39626,34,0.16326530277729034
1619125052.658615,35,0.1666666716337204
1619125060.2284272,36,0.1666666716337204
1619125067.4522753,37,0.1702127605676651
1619125075.0918396,38,0.1702127605676651
1619125082.5034916,39,0.1702127605676651
1619125089.6559162,40,0.1702127605676651
1619125097.248584,41,0.1702127605676651
1619125104.3301406,42,0.1702127605676651
1619125111.706746,43,0.1702127605676651
1619125118.8685668,44,0.1702127605676651
1619125126.1072001,45,0.17391304671764374
1619125133.60175,46,0.1702127605676651
1619125140.8735933,47,0.1702127605676651
1619125148.324179,48,0.1702127605676651
1619125155.5603268,49,0.1702127605676651
1619125162.7495883,50,0.1702127605676651
1619125170.35861,51,0.1702127605676651
1619125177.6116722,52,0.1702127605676651
1619125185.165284,53,0.1702127605676651
1619125192.8389175,54,0.17391304671764374
1619125200.0257428,55,0.17391304671764374
1619125207.8459094,56,0.17391304671764374
1619125215.1306987,57,0.17391304671764374
1619125222.415409,58,0.1702127605676651
1619125230.1266232,59,0.17391304671764374
1619125237.3401933,60,0.17777778208255768
1619125244.7962487,61,0.17777778208255768
1619125252.2881072,62,0.1702127605676651
1619125259.5520504,63,0.1702127605676651
1619125267.1078525,64,0.1702127605676651
1619125274.6574197,65,0.1702127605676651
1619125282.0422533,66,0.1702127605676651
1619125289.642279,67,0.1702127605676651
1619125296.8406968,68,0.1702127605676651
1619125304.2405596,69,0.1702127605676651
1619125311.2986588,70,0.17391304671764374
1619125318.4399164,71,0.1702127605676651
1619125326.1634898,72,0.1702127605676651
1619125333.204321,73,0.1702127605676651
1619125340.6439822,74,0.1702127605676651
1619125347.99966,75,0.1702127605676651
1619125355.3382077,76,0.17391304671764374
1619125362.876266,77,0.17391304671764374
1619125370.3105283,78,0.1702127605676651
1619125378.1728785,79,0.1702127605676651
1619125385.4069095,80,0.1702127605676651
1619125392.5882897,81,0.17391304671764374
1619125400.38783,82,0.1702127605676651
1619125407.7771983,83,0.1702127605676651
1619125415.3515906,84,0.1702127605676651
1619125422.4852118,85,0.1702127605676651
1619125429.8723156,86,0.1702127605676651
1619125437.6272602,87,0.17391304671764374
1619125444.981278,88,0.1702127605676651
1619125452.4310727,89,0.1702127605676651
1619125460.1184776,90,0.1702127605676651
1619125467.6791086,91,0.1702127605676651
1619125475.5662918,92,0.17391304671764374
1619125482.8959389,93,0.1702127605676651
1619125490.1896842,94,0.1702127605676651
1619125497.848506,95,0.1702127605676651
1619125505.1483788,96,0.1702127605676651
1619125512.5143042,97,0.1702127605676651
1619125520.0831556,98,0.17391304671764374
1619125527.4720266,99,0.17391304671764374
